Name,Episodes,Released Year,Language,Rating,Ranking
Dragon Zakura Season 2,10,2021,Japanese,8.1,1757
The Sweet Girl,24,2020,Chinese,7.7,4103
Soft Memory,20,2019,Chinese,6.9,8532
Where Your Eyes Linger,8,2020,Korean,8.0,2324
Sweet Teeth,22,2021,Chinese,8.4,657
Momo Salon,6,2014,Korean,6.9,8477
Lost,16,2021,Korean,8.4,611
The Evolution of Our Love,40,2018,Chinese,7.5,5715
"I Summon You, Gold!",50,2013,Korean,7.1,7967
See You Again,30,2022,Chinese,7.6,4973
Our Dating Sim,8,2023,Korean,8.0,2210
Lost Promise,26,2021,Chinese,7.3,7016
Roy Leh Sanae Rai,18,2002,Thai,7.3,6681
Naka nai to Kimeta Hi,8,2010,Japanese,7.2,7467
Kinkyu Torishirabeshitsu,9,2014,Japanese,7.7,4124
"Kare wa, Imouto no Koibito",12,2011,Japanese,7.2,7763
Marriage Contract,16,2016,Korean,8.0,2064
Mother of Mine,108,2019,Korean,7.8,3642
Ru Hua Ru Tu Season 2,21,2022,Chinese,7.5,5411
Stay with Me,24,2023,Chinese,8.5,486
IRIS 2,20,2013,Korean,7.4,6409
Watashi to Otto to Otto no Kareshi,10,2023,Japanese,6.8,8695
Bulgasal: Immortal Souls,16,2021,Korean,8.2,1200
Suparburoot Jorm Jon: Maturot Lohgan,16,2019,Thai,8.2,1331
The Little Fairy,39,2006,Chinese,7.8,3223
Tae Pang Korn,21,2017,Thai,7.8,3396
The Moment the Heart Shines,13,2021,Korean,7.4,6341
Chihayafuru: Tsunagu,5,2018,Japanese,7.8,3461
Shut Up: Flower Boy Band,16,2012,Korean,8.0,2187
To Dear Myself,48,2020,Chinese,7.2,7699
Kokoro ga Pokitto ne,10,2015,Japanese,7.5,5882
"Dragon Day, You're Dead Season 2",20,2018,Chinese,7.7,3685
Unexpected Falling,38,2022,Chinese,7.7,3902
Divorce Lawyers,46,2014,Chinese,7.8,3190
Around 40,11,2008,Japanese,7.2,7513
Love Is in the Air,24,2018,Chinese,7.4,5996
Hakuba no Oujisama ~ Junai Tekireiki,13,2013,Japanese,7.1,7814
The Glory Part 2,8,2023,Korean,9.0,48
Parallel Love,24,2020,Chinese,7.8,3208
Home for Summer,128,2019,Korean,7.3,6675
Kunlun Tomb,16,2022,Chinese,7.8,3388
Oh! My Assistant,8,2022,Korean,6.9,8585
Special Labor Inspector Jo,32,2019,Korean,8.2,1471
He's Coming to Me,8,2019,Thai,8.2,1381
Cold Case: Shinjitsu no Tobira Season 2,10,2018,Japanese,8.2,1245
Song Naree,15,2019,Thai,7.5,5606
Let Me Introduce Her,40,2018,Korean,7.6,4523
Oops! Mr. Superstar Hit on Me,12,2022,Thai,7.3,7162
Gibo to Musume no Blues,10,2018,Japanese,8.3,1126
Yasha,11,2000,Japanese,7.7,4329
Martial Universe Season 2,20,2018,Chinese,7.7,3668
The Flowers Are Blooming,24,2021,Chinese,7.7,3894
Queen Dugu,50,2019,Chinese,7.5,5556
Show Window: The Queen's House,16,2021,Korean,7.6,4661
Hwarang,20,2016,Korean,8.0,1998
L.U.C.A.: The Beginning,12,2021,Korean,7.3,6843
HIStory2: Crossing the Line,8,2018,Taiwanese,8.1,1763
Hi wa Mata Noboru,9,2011,Japanese,7.3,7170
Queen Insoo,60,2011,Korean,7.6,5038
"Arthdal Chronicles Part 2: The Sky Turning Inside Out, Rising Land",6,2019,Korean,8.7,205
"My Love, Madame Butterfly",51,2012,Korean,7.1,8035
100% Senorita,39,2003,Taiwanese,7.3,7112
The Fire Series 2: Talay Fai,16,2016,Thai,7.3,7137
"I  Do, I Do",16,2012,Korean,7.3,6880
Happy Together,15,2015,Taiwanese,7.2,7510
A Life,10,2017,Japanese,7.6,4760
Love in a Loop,24,2022,Chinese,7.5,5554
Touching You,12,2016,Korean,7.4,6514
Liar Game,12,2014,Korean,8.2,1191
Song of Youth,43,2021,Chinese,8.1,1835
True Beauty,16,2020,Korean,8.3,907
Ao no SP: Gakko nai Keisatsu Shimada Ryuhei,10,2021,Japanese,7.6,4890
Voice Season 2,12,2018,Korean,8.4,596
V-Focus,65,2016,Taiwanese,7.6,4368
May Queen,38,2012,Korean,7.5,5646
Something About 1 Percent,16,2016,Korean,8.2,1374
Serendipity,12,2021,Chinese,7.8,3425
Ruk Sutrit,16,2013,Thai,7.4,6310
GAP,12,2022,Thai,7.7,4280
Hometown Legends,8,2008,Korean,7.1,8082
Hot Shot,16,2008,Taiwanese,7.3,7052
The First Half of My Life,42,2017,Chinese,8.2,1379
My Amazing Boyfriend,28,2016,Chinese,7.9,2925
Long Love Letter,11,2002,Japanese,7.6,5111
First Kiss,11,2007,Japanese,6.8,8735
"Koi Nante, Honki de Yatte Do Suru no?",10,2022,Japanese,7.4,5988
My Robot Boyfriend,42,2019,Chinese,7.4,6478
Queen Seon Duk,62,2009,Korean,8.5,471
Ice World,11,1999,Japanese,7.9,2586
Paternity Tester,15,2022,Chinese,7.5,5484
Reunion: The Sound of the Providence,32,2020,Chinese,8.3,843
Life,11,2007,Japanese,8.1,1609
I Am the Years You Are the Stars,24,2021,Chinese,7.8,3436
Military Prosecutor Doberman,16,2022,Korean,8.4,780
Tempted,32,2018,Korean,7.6,4944
Kono Koi wa Tsumi na no ka!?,4,2018,Japanese,7.2,7728
Meteor Garden,50,2018,Chinese,7.9,2564
Ru: Taiwan Express,3,2020,Japanese,7.5,5547
Hello Dear Ancestors,24,2018,Chinese,7.5,5813
Panyachon Kon Krua,12,2012,Thai,7.7,4189
"Miss Ma, Nemesis",32,2018,Korean,7.8,3263
Ultraman Tiga,52,1996,Japanese,7.8,3091
The X-Family,55,2007,Taiwanese,7.6,5033
Introduction of the Princess,44,2011,Chinese,7.3,6680
SOTUS S,13,2017,Thai,8.0,2364
Queen of Housewives,20,2009,Korean,7.2,7276
Switched,6,2018,Japanese,7.8,3118
Chijo no Kiss,10,2021,Japanese,7.3,7120
The Best Story,3,2021,Thai,7.7,4327
Hanayome to Papa,12,2007,Japanese,7.0,8448
"Love, Now",72,2012,Taiwanese,7.6,4713
Make a Woman Cry,40,2015,Korean,7.6,4930
Romance,16,2002,Korean,7.2,7408
Star Struck,8,2023,Korean,6.8,8699
Perfect Mismatch,24,2023,Chinese,7.7,3709
"Fanletter, Please",4,2022,Korean,8.2,1261
Cheer Up,16,2022,Korean,7.5,5536
"Bokura ga Koroshita, Saiai no Kimi",6,2021,Japanese,7.2,7265
Love of Thousand Years,30,2020,Chinese,7.9,2627
Prison School,9,2015,Japanese,7.1,7883
The King in Love,40,2017,Korean,7.8,3628
Have a Crush on You,36,2023,Chinese,7.5,5322
The Fox's Summer Season 2,23,2017,Chinese,7.9,2957
Nuan Hun Qing Chong Qi,25,2021,Chinese,7.0,8157
You Complete Me,40,2020,Chinese,7.5,5222
The Moon Brightens for You,36,2020,Chinese,8.1,1562
Queen of the Ring,21,2017,Korean,7.9,2606
Legend of Fu Yao,66,2018,Chinese,8.3,817
My Daughter Geum Sa Wol,51,2015,Korean,7.1,7842
"Let's Eat Something, Anna",5,2017,Korean,7.2,7659
Buzzer Beat,11,2009,Japanese,7.9,2403
Jotei,10,2007,Japanese,7.3,6747
Black Knight,6,2023,Korean,8.2,1462
Strangers Again,12,2023,Korean,7.3,7160
Click Your Heart,7,2016,Korean,7.1,7867
"From Now On, Showtime!",16,2022,Korean,8.4,733
This Young Hero Is a Little Cold,25,2021,Chinese,7.4,6292
Rinsho Hanzai Gakusha Himura Hideo no Suiri,10,2016,Japanese,8.1,1845
Last Cinderella,11,2013,Japanese,7.7,3754
Hoshi Furu Yoru ni,9,2023,Japanese,8.1,1639
Iljimae,20,2008,Korean,8.3,971
The Golden Eyes,56,2019,Chinese,7.7,3910
Mommy's Counterattack,16,2023,Chinese,7.4,6361
Talay Luang,17,2021,Thai,7.5,5817
Khun Chai Ratchanon,11,2013,Thai,7.6,4568
Mask,20,2015,Korean,8.1,1777
Yuusha Yoshihiko to Akuryo no Kagi,11,2012,Japanese,7.8,3053
Ode to Joy,42,2016,Chinese,8.3,1082
Super Rookie,20,2005,Korean,7.0,8327
Master of Study,16,2010,Korean,7.6,5157
Glass Slippers,40,2002,Korean,7.5,5332
The Myth,50,2010,Chinese,7.5,5273
When Time Stopped,12,2018,Korean,7.2,7284
Cupid's Last Wish,10,2022,Thai,7.9,2862
To My Beloved,16,2012,Korean,6.9,8455
Invincible Lee Pyung Kang,16,2009,Korean,7.1,7942
Shokojo Seira,10,2009,Japanese,7.2,7698
Medical Examiner Dr. Qin: The Mind Reader,28,2022,Chinese,7.8,3283
Cinderella's Sister,20,2010,Korean,7.1,7880
Hyena,16,2006,Korean,7.2,7563
Start-Up,16,2020,Korean,8.1,1596
Unstoppable Youth,40,2019,Chinese,7.7,4114
Loving You a Thousand Times,55,2009,Korean,7.3,6768
Apgujeong Midnight Sun,149,2014,Korean,7.4,6371
Passionate Love,47,2013,Korean,6.8,8794
"Noble, My Love",20,2015,Korean,7.5,5209
The Prince of Tennis,22,2008,Chinese,7.4,6476
Dr. Romantic Season 2,16,2020,Korean,8.7,189
Winter Night,24,2022,Chinese,7.6,4942
Lion Pride,16,2017,Taiwanese,7.7,3820
Wang's Family,50,2013,Korean,7.5,5546
ON Ijou Hanzai Sousakan Todo Hinako,9,2016,Japanese,7.8,3232
300 Year-Old Class of 2020,6,2020,Korean,7.4,6435
Quartet,10,2017,Japanese,8.2,1272
The Whirlwind Girl Season 2,36,2016,Chinese,7.5,5924
Heartbeat,16,2023,Korean,7.4,6021
The Chaser,16,2012,Korean,7.7,3682
Kleun Cheewit,15,2017,Thai,8.4,629
Fall in Love in the Book,22,2022,Chinese,7.0,8146
Bright as the Moon,40,2021,Chinese,7.5,5672
Divine Destiny,36,2023,Chinese,7.6,4558
The Yearbook,8,2021,Thai,7.3,6961
Money Heist: Korea - Joint Economic Area - Part 2,6,2022,Korean,8.6,395
Kingdom Season 2,6,2020,Korean,8.9,83
Love Yunge From the Desert,45,2015,Chinese,7.2,7383
Shanai Marriage Honey,7,2020,Japanese,8.1,1912
Lovers in Bloom,120,2017,Korean,7.5,5582
Barairo no Seisen,6,2011,Japanese,7.3,7226
Meeting You Loving You,24,2021,Chinese,7.7,3776
Wedding Plan,7,2023,Thai,7.6,4675
Jao Sao Salatan,22,2014,Thai,7.5,5548
Love Is Deep,40,2019,Chinese,7.8,3442
Gone with the Rain,37,2023,Chinese,7.7,3796
Majisuka Gakuen 5,12,2015,Japanese,7.3,6992
The Brightest Star in the Sky,44,2019,Chinese,8.2,1383
Jewel in the Palace,54,2003,Korean,8.7,278
"Sekai no Chuushin de, Ai wo Sakebu",11,2004,Japanese,7.9,2600
My Dear Loser: Edge of 17,9,2017,Thai,7.3,6636
Exploration Method of Love,22,2023,Chinese,7.7,3912
38sai Batsuichi Dokushin Onna ga Matching Apuri wo Yattemita Kekka Nikki,6,2020,Japanese,6.9,8476
Maid's Revenge,30,2022,Chinese,7.5,5839
Sunshine of My Life,45,2021,Chinese,8.1,1664
Inference Notes,20,2017,Chinese,7.7,3924
Diary of a Prosecutor,16,2019,Korean,8.2,1356
You Are My Sisters,42,2015,Chinese,7.4,6322
Ice Fantasy,62,2016,Chinese,7.4,6102
Pegasus Market,12,2019,Korean,8.2,1384
Ugly Alert,133,2013,Korean,8.3,859
Eizouken ni wa Te o Dasu na!,6,2020,Japanese,7.6,4860
Konto ga Hajimaru,10,2021,Japanese,8.4,774
One Spring Night,32,2019,Korean,8.3,959
I Want to Live to the Finale,26,2021,Chinese,7.1,7836
Kiwadoi Futari: K2: Ikebukurosho Keijika Kanzaki Kuroki,6,2020,Japanese,7.8,3630
Rak Kan Panlawan,14,2017,Thai,7.6,5108
Just an Encore,31,2019,Chinese,8.0,2309
Mikaiketsu no Onna: Keishichou Bunsho Sousakan,8,2018,Japanese,7.7,4290
Kiken na Venus,10,2020,Japanese,7.7,4171
Must You Go?,8,2021,Korean,7.5,5840
The Untamed,50,2019,Chinese,9.0,44
The Little Wife of the General,24,2022,Chinese,7.6,4673
Love Playlist Pilot,2,2017,Korean,7.5,5329
Ano Toki Kiss Shite Okeba,8,2021,Japanese,7.7,4047
Romance by Romance,10,2023,Korean,7.4,6328
"Smile, You",45,2009,Korean,7.9,2433
Mr. Brain,8,2009,Japanese,8.1,1631
Never Twice,72,2019,Korean,8.1,1704
Mr. Back,16,2014,Korean,7.2,7682
Let's Go Watch Meteor Shower,36,2009,Chinese,7.1,7790
"Love, Just Come",60,2017,Chinese,7.1,7813
My Holo Love,12,2020,Korean,8.2,1493
Kami no Shizuku,9,2009,Japanese,6.8,8781
Yong Pal,18,2015,Korean,7.8,3439
Yanxi Palace: Princess Adventures,6,2019,Chinese,7.5,5917
We Are Peaceful Brothers,15,2017,Korean,7.9,2861
Our Winter,14,2023,Thai,7.0,8162
Queen of Masks,16,2023,Korean,7.4,6591
BG: Personal Bodyguard,9,2018,Japanese,7.8,3166
Nice to Meet You,24,2021,Chinese,7.6,5123
My Liberation Notes,16,2022,Korean,8.6,338
The Wedding Scheme,16,2012,Korean,7.0,8230
Endless Love,15,2010,Taiwanese,7.3,7026
Stay,4,2015,Thai,7.5,5405
The Ordinary Glory,41,2020,Chinese,8.1,1820
Kikazaru Koi ni wa Riyuu ga Atte,10,2021,Japanese,8.3,1061
Orange Days,11,2004,Japanese,8.2,1308
The Memory About You,42,2021,Chinese,6.9,8522
Iine! Hikaru Genji-kun,8,2020,Japanese,7.3,6786
Resurrection,24,2005,Korean,7.7,4294
Shadow Detective,8,2022,Korean,7.9,2624
The Trick of Life and Love,32,2021,Chinese,7.9,2942
Red Shoes,100,2021,Korean,6.9,8582
Shark,20,2013,Korean,7.7,3922
The Imperial Coroner,36,2021,Chinese,8.5,553
Little Mad Doctor,26,2023,Chinese,7.3,7017
Remarriage and Desires,8,2022,Korean,8.1,1732
Twinkle Twinkle,54,2011,Korean,7.3,6984
Kinkyu Torishirabeshitsu 2,9,2017,Japanese,7.8,3219
Ying Ye 3+1,16,2007,Taiwanese,7.2,7503
Live,18,2018,Korean,8.6,324
Ikemen Desu Ne,11,2011,Japanese,7.4,5993
5-ji Kara 9-ji Made,10,2015,Japanese,7.8,3168
Leh Ratree,12,2015,Thai,7.8,3330
Zyuden Sentai Kyoryuger,48,2013,Japanese,7.8,3147
Memory Lost Season 2,12,2016,Chinese,8.2,1445
Ghost Writer,10,2015,Japanese,7.8,3646
Samee Chua Keun,18,2022,Thai,7.5,5202
The Good Detective Season 2,16,2022,Korean,8.1,1671
Arakawa under the Bridge,10,2011,Japanese,6.9,8551
One the Woman,16,2021,Korean,8.1,1595
Sweden Laundry,16,2014,Korean,7.0,8411
After School: Lucky or Not,12,2013,Korean,7.5,5430
The Love Proposal,15,2022,Thai,8.0,1960
Mukodono!,12,2001,Japanese,7.5,5353
Bad Couple,16,2007,Korean,7.1,7852
Love Mechanics: Director's Cut,3,2022,Thai,8.2,1277
Familiar Wife,16,2018,Korean,8.1,1776
The Eternal Love Season 2,30,2018,Chinese,8.2,1230
Tengoku to Jigoku: Psychona Futari,10,2021,Japanese,8.3,899
Twenty Your Life On,40,2020,Chinese,8.0,2155
A Love So Beautiful,24,2020,Korean,7.8,3625
Gloria,50,2010,Korean,7.4,6282
Old Boy,45,2018,Chinese,7.8,3151
Mayonaka no Panya-san,8,2013,Japanese,7.3,6791
She Is Wow!,12,2013,Korean,6.9,8571
Unique Lady,12,2019,Chinese,7.8,3435
Call It What You Want Season 2,6,2021,Thai,7.3,7042
Samee Tee Tra,13,2014,Thai,7.5,5732
Faith,24,2012,Korean,8.1,1913
Control - Hanzai Shinri Sousa,11,2011,Japanese,7.4,6129
Ja Myung Go,39,2009,Korean,7.8,3048
Otto no Kanojo,8,2013,Japanese,7.4,6235
Dai Renai: Boku wo Wasureru Kimi to,10,2018,Japanese,8.0,2276
Happy & Love Forever,30,2010,Taiwanese,7.3,6646
If Paris Downcast,48,2018,Chinese,7.2,7290
Akira to Akira,9,2017,Japanese,7.8,3132
Yasuko to Kenji,10,2008,Japanese,7.5,5413
Fifteen Years to Wait for Migratory Birds,24,2016,Chinese,7.6,4728
Reply 1997,16,2012,Korean,8.5,541
Find Yourself,41,2020,Chinese,8.0,2173
Majisuka Gakuen 2,12,2011,Japanese,7.3,6858
Good Luck!!,10,2003,Japanese,7.9,2473
Y-Destiny,15,2021,Thai,7.1,8088
Ugly Duckling Series: Boy's Paradise,9,2015,Thai,7.5,5218
Becoming a Billionaire,20,2010,Korean,6.9,8539
Yakou Kanransha,10,2013,Japanese,8.0,2179
You Touched My Heart,18,2023,Thai,7.6,4883
Revenge of Royal Princess,24,2022,Chinese,7.1,7945
37.5°C no Namida,10,2015,Japanese,8.0,2269
Back to the 2008,10,2021,Korean,7.5,5855
Summer Rescue,10,2012,Japanese,7.3,7193
Addicted,15,2016,Chinese,7.7,3825
Love Is for Suckers,16,2022,Korean,7.5,5747
Love Poison,8,2019,Thai,6.9,8490
Celestial Authority Academy,24,2021,Chinese,7.5,5230
The Missing Half,14,2019,Taiwanese,7.4,6267
VIP Gymnasium,8,2017,Taiwanese,7.1,7959
Doctors,20,2016,Korean,7.9,2892
Why Women Love,24,2022,Chinese,8.2,1227
Praomook,15,2021,Thai,7.5,5179
Voice,11,2009,Japanese,7.5,5513
Twenty-Five Twenty-One,16,2022,Korean,8.8,135
Men with Sword Season 2,30,2017,Chinese,7.7,4112
Heartstrings,15,2011,Korean,7.6,5051
You Are My Glory,32,2021,Chinese,8.8,167
Aoki Vuanpaia no Nayami,8,2021,Japanese,7.2,7404
Doctor Prisoner,32,2019,Korean,8.3,832
Waking Love Up,40,2011,Chinese,7.6,4759
Riders: Catch Tomorrow,12,2015,Korean,7.1,7952
My Bromance,12,2016,Thai,7.1,7954
One Fine Week Season 2,10,2020,Korean,7.8,3413
Yong Jiu Grocery Store,10,2019,Taiwanese,8.0,2216
Arifureta Kiseki,11,2009,Japanese,7.2,7390
Memory Lost,12,2016,Chinese,8.1,1750
The Most Beautiful Goodbye,4,2017,Korean,8.2,1514
Oh! My Emperor Season 2,21,2018,Chinese,7.9,2975
Mia Jum Pen,15,2021,Thai,7.3,6850
A Camellia Romance,24,2021,Chinese,7.6,4476
Close Friend,6,2021,Thai,6.8,8678
Kounodori,10,2015,Japanese,8.3,930
A Hundred Year's Inheritance,50,2013,Korean,7.2,7677
Girl Next Room: Richy Rich,5,2020,Thai,7.9,2608
My First Love Is  Secret Love,12,2021,Chinese,7.1,7984
Bossam: Steal the Fate,20,2021,Korean,8.0,2082
Risou no Musuko,10,2012,Japanese,7.6,5022
Which Star Are You From?,16,2006,Korean,7.4,6286
Dear My Friends,16,2016,Korean,8.7,197
Tazza,21,2008,Korean,7.4,6032
Pleasantly Surprised,22,2014,Taiwanese,7.6,4570
Tang Parn Kammathep,15,2001,Thai,7.3,7175
Sweet Tai Chi,24,2019,Chinese,8.2,1475
After Dark,13,2020,Thai,7.7,4206
Chef: Mitsuboshi no Kyushoku,10,2016,Japanese,7.9,2784
Papa & Daddy,6,2021,Taiwanese,7.9,2805
Go! My Hero!,16,2022,Chinese,7.5,5557
Kasa wo Motanai Aritachi wa,4,2016,Japanese,7.1,7978
The Princess's Man,24,2011,Korean,8.4,595
Viva Femina,35,2023,Chinese,7.6,4781
ATARU,11,2012,Japanese,7.9,2594
Princess Pearl Season 3: Heaven on Earth,40,2002,Chinese,7.2,7646
Shall We Fall in Love,35,2018,Chinese,7.5,5406
New Love Playlist,12,2022,Korean,7.6,5133
Miss Independent Ji Eun Season 2,16,2019,Korean,7.9,2588
Out with a Bang,24,2022,Chinese,7.9,2915
Extraordinary You,32,2019,Korean,8.4,756
Legal V,9,2018,Japanese,7.9,2570
Rak Mai Mee Wantai,11,2011,Thai,7.4,6544
Warrior Baek Dong Soo,29,2011,Korean,8.1,1737
Not a Robot,12,2019,Korean,7.5,5307
U-Prince: The Badass Baker,4,2016,Thai,7.6,4917
We Broke Up,10,2015,Korean,7.3,7058
A Life Time Love,54,2017,Chinese,7.2,7274
Tokyo Love Story,11,2020,Japanese,7.4,6504
Death Note,11,2015,Japanese,8.0,2352
Nodame Cantabile,11,2006,Japanese,8.3,1137
Watashi no Otto wa Reitouko ni Nemutte Iru,6,2021,Japanese,7.3,6735
Stranger,16,2017,Korean,8.8,125
Love Class Season 2,10,2023,Korean,7.8,3054
Watashi no Shite Kurenai Pheromone Kareshi,9,2022,Japanese,7.2,7648
One Missed Call,10,2005,Japanese,7.1,7874
The Director Who Buys Me Dinner,10,2022,Korean,7.3,6679
Radio Romance,16,2018,Korean,7.5,5245
Cruel Romance,40,2015,Chinese,7.7,4336
Nothing But You,24,2022,Chinese,7.6,4714
RYOMADEN,48,2010,Japanese,8.1,1802
Meow Meow Boss,7,2021,Taiwanese,7.2,7737
Aim the Heart! Archeress,18,2022,Chinese,7.3,6957
Fool in Love with You,35,2016,Chinese,7.4,6467
Best Time,47,2013,Chinese,7.3,6938
Heartbeat Love,28,2021,Chinese,7.5,5748
Gaus Electronics,12,2022,Korean,8.4,795
Her Lovely Heels,10,2014,Korean,7.1,7956
Band of Sisters,68,2017,Korean,7.7,3675
Mystic Pop-Up Bar,12,2020,Korean,8.5,460
Bull Doctor,11,2011,Japanese,7.4,6362
Koshonin,8,2008,Japanese,7.6,4811
The Dreamlike Seal,130,2021,Chinese,7.8,3593
It Started with a Kiss,20,2005,Taiwanese,8.1,1670
Khaen Rak Salap Chata,16,2021,Thai,7.9,2386
Heroes,38,2022,Chinese,8.0,2218
Satsui no Michinori,7,2020,Japanese,7.9,2727
New Heart,23,2007,Korean,7.7,3851
Yowakutemo Katemasu,11,2014,Japanese,7.5,5197
Buang Hong,12,2017,Thai,7.4,6076
Oh! My Boss! Koi wa Bessatsu de,10,2021,Japanese,7.9,2758
A Taste of First Love,24,2022,Chinese,7.1,7924
The World of My 17,12,2020,Korean,7.8,3581
Forecasting Love and Weather,16,2022,Korean,7.6,5030
Tokumei Sentai Go-Busters,50,2012,Japanese,7.8,3423
Gen Y,12,2020,Thai,7.3,6819
Princess Pearl Season 2,48,1999,Chinese,8.2,1300
Legend of the Phoenix,41,2019,Chinese,7.8,3164
21 Days Theory,4,2022,Thai,7.6,4879
Gisou Furin,10,2019,Japanese,7.3,6993
Ghost Friends,10,2009,Japanese,7.2,7590
Mia Tuean,31,2014,Thai,6.8,8729
The Producers,12,2015,Korean,7.5,5550
Vagabond,16,2019,Korean,8.5,505
"Wait, My Youth",24,2019,Chinese,8.2,1186
Fairyland Lovers,35,2020,Chinese,8.0,2360
Mitsu no Aji,11,2011,Japanese,7.1,8040
Less Than Evil,32,2018,Korean,8.0,2295
Lah Ruk Sut Kob Fah,20,2014,Thai,7.7,3775
The Sound of Your Heart: Reboot Season 2,10,2018,Korean,7.5,5210
Midnight Museum,10,2023,Thai,8.2,1305
Hiyama Kentaro no Ninshin,8,2022,Japanese,7.9,2835
Love Stage!!,10,2022,Thai,7.2,7535
Hi! School - Love On,20,2014,Korean,7.6,4882
Nemureru Mori no Jukujo,9,2012,Japanese,7.3,6652
Love Is Drop by Drop,120,2016,Korean,7.4,6134
Sing My Crush,8,2023,Korean,8.1,1898
Water Boys,11,2003,Japanese,7.3,6841
Reunited Worlds,40,2017,Korean,7.5,5434
Choco Bank,6,2016,Korean,7.1,7931
The Secret Message,18,2015,Korean,7.4,6448
Hello My Shining Love,43,2022,Chinese,7.6,5041
"Watashi, Teiji de Kaerimasu",10,2019,Japanese,7.8,3063
"Take Care of Us, Captain",20,2012,Korean,7.0,8285
Feast of the Gods,32,2012,Korean,7.4,6299
Cunning Single Lady,16,2014,Korean,7.8,3119
"Please Remember, Princess",12,2013,Korean,7.1,8121
The Secret of  Love,30,2021,Chinese,7.7,4191
Kaizoku Sentai Gokaiger,51,2011,Japanese,8.4,714
Imitation,12,2021,Korean,8.0,2130
The Life of the White Fox,24,2019,Chinese,7.8,3350
My Only 12%,14,2022,Thai,8.1,1719
Tonari no Kazoku wa Aoku Mieru,10,2018,Japanese,8.0,1952
Memories of Love,30,2018,Chinese,7.0,8380
Restart(ed),11,2022,Thai,7.1,7970
Motokare Mania,9,2019,Japanese,7.2,7499
Majurat See Nam Pueng,15,2013,Thai,7.5,5530
Hello Monster,16,2015,Korean,8.4,720
Almost Lover,36,2022,Chinese,7.3,6794
Tracer Season 2,8,2022,Korean,7.9,2923
The Shoufu Can Read Mind,20,2023,Chinese,7.3,7040
Accidentally in Love,30,2018,Chinese,7.9,2898
All That We Loved,8,2023,Korean,7.7,4108
Foolish Mom,20,2012,Korean,7.4,6381
My Little Happiness,28,2021,Chinese,8.5,468
You're Beautiful,16,2009,Korean,8.0,2059
My Fellow Citizens!,36,2019,Korean,7.6,5112
The Most Beautiful You in the World,24,2021,Chinese,7.6,5146
East of Eden,56,2008,Korean,7.7,3900
Be My Favorite,12,2023,Thai,8.1,1800
I Love You,3,2018,Thai,6.8,8767
The Coolest World,40,2021,Chinese,7.5,5509
Closer to You,24,2020,Chinese,8.0,2042
The Mystic Nine,48,2016,Chinese,8.1,1793
Are We Alright?,15,2021,Thai,7.8,3475
Regatta,9,2006,Japanese,7.0,8197
Tomb of the Sea,52,2018,Chinese,8.3,1091
Oshi no Oujisama,11,2021,Japanese,7.3,6840
The Tasty Florida,8,2021,Korean,7.4,6455
The Ingenious One,36,2023,Chinese,8.1,1605
Wiwa Wah Woon,15,2010,Thai,7.2,7552
Maid Escort,24,2021,Chinese,7.5,5297
The Queen System,25,2022,Chinese,7.0,8241
Chef wa Meitantei,9,2021,Japanese,7.7,3699
Reset,10,2014,Korean,7.3,7115
Gourmet in Tang Dynasty,27,2021,Chinese,7.4,6422
Cheer☆Dan,10,2018,Japanese,7.7,3892
CHANGE,10,2008,Japanese,7.9,2773
Crazy Love,16,2022,Korean,8.2,1232
Tofu Personified,8,2018,Korean,7.4,6438
My Girlfriend Is a Gumiho,16,2010,Korean,8.1,1916
Rarng Ruk Prang Jai,17,2021,Thai,7.6,5096
Cheewit Puer Kah Huajai Puer Tur,18,2017,Thai,7.9,2990
Corner With Love,16,2007,Taiwanese,7.1,8063
God's Quiz: Reboot,16,2018,Korean,8.3,884
Family: The Unbreakable Bond,12,2023,Korean,7.5,5372
My Unicorn Girl,24,2020,Chinese,8.3,1058
Meet You,12,2021,Chinese,7.5,5581
Go Ho's Starry Night,20,2016,Korean,8.2,1495
Mint to Be,10,2018,Thai,7.6,4794
Princess at Large,12,2018,Chinese,7.4,6363
Unubore Deka,11,2010,Japanese,7.5,5426
Accidentally Meow on You,24,2022,Chinese,7.3,6712
Bad Prosecutor,12,2022,Korean,8.2,1342
My Gear and Your Gown,12,2020,Thai,7.2,7773
Island Part 2,6,2023,Korean,8.0,2270
Royal Nirvana Special,12,2020,Chinese,8.1,1832
Wonderful Mama,48,2013,Korean,7.3,6933
Checkmate,24,2022,Chinese,7.7,3954
Artificial City,20,2021,Korean,7.2,7664
The Greatest Love,16,2011,Korean,8.1,1818
The Good Bad Mother,14,2023,Korean,8.9,82
Five Enough,54,2016,Korean,8.3,969
Love Starts from Marriage,24,2022,Chinese,6.9,8491
Dear Missy,36,2020,Chinese,7.9,2678
Lupin no Musume Season 2,9,2020,Japanese,7.7,4157
Diamond Lover,68,2015,Chinese,7.3,6994
Khun Chai Tharathorn,10,2013,Thai,7.4,6055
Anata no Ban Desu,10,2019,Japanese,8.1,1904
It's Okay to Be Sensitive Season 2,10,2019,Korean,8.0,2284
Proud of Love,20,2016,Chinese,7.3,6808
Moon River,30,2015,Taiwanese,7.5,5805
Love By Design,16,2016,Taiwanese,7.3,6814
Ju-on: Noroi no Ie,6,2020,Japanese,7.0,8395
To Love,40,2020,Chinese,8.1,1676
Nang Rai Sai Lab,13,2013,Thai,7.6,5013
